Sexo	Comunidades y Ciudades Autónomas	Edad	Periodo	Total
Ambos sexos	04 Balears, Illes	55 y más años	2022T1	34,4
Ambos sexos	04 Balears, Illes	55 y más años	2021T4	34,56
Ambos sexos	04 Balears, Illes	55 y más años	2021T3	37,14
Ambos sexos	04 Balears, Illes	55 y más años	2021T2	34,04
Ambos sexos	04 Balears, Illes	55 y más años	2021T1	32,39
Ambos sexos	05 Canarias	Total	2023T4	60,53
Ambos sexos	05 Canarias	Total	2023T3	59,13
Ambos sexos	05 Canarias	Total	2023T2	59,37
Ambos sexos	05 Canarias	Total	2023T1	59,79
Ambos sexos	05 Canarias	Total	2022T4	59,09
Ambos sexos	05 Canarias	Total	2022T3	58,83
Ambos sexos	05 Canarias	Total	2022T2	59,17
Ambos sexos	05 Canarias	Total	2022T1	59,39
Ambos sexos	05 Canarias	Total	2021T4	59,69
Ambos sexos	05 Canarias	Total	2021T3	59,58
Ambos sexos	05 Canarias	Total	2021T2	56,91
Ambos sexos	05 Canarias	Total	2021T1	55,6
Ambos sexos	05 Canarias	Menores de 25 años	2023T4	38,5
Ambos sexos	05 Canarias	Menores de 25 años	2023T3	40,89
Ambos sexos	05 Canarias	Menores de 25 años	2023T2	36,08
Ambos sexos	05 Canarias	Menores de 25 años	2023T1	33,42
Ambos sexos	05 Canarias	Menores de 25 años	2022T4	34,51
Ambos sexos	05 Canarias	Menores de 25 años	2022T3	34,47
Ambos sexos	05 Canarias	Menores de 25 años	2022T2	32,28
Ambos sexos	05 Canarias	Menores de 25 años	2022T1	27,82
Ambos sexos	05 Canarias	Menores de 25 años	2021T4	29,7
Ambos sexos	05 Canarias	Menores de 25 años	2021T3	32,94
Ambos sexos	05 Canarias	Menores de 25 años	2021T2	29,17
Ambos sexos	05 Canarias	Menores de 25 años	2021T1	30,11
Ambos sexos	05 Canarias	25 y más años	2023T4	63,3
Ambos sexos	05 Canarias	25 y más años	2023T3	61,38
Ambos sexos	05 Canarias	25 y más años	2023T2	62,29
Ambos sexos	05 Canarias	25 y más años	2023T1	63,05
Ambos sexos	05 Canarias	25 y más años	2022T4	62,1
Ambos sexos	05 Canarias	25 y más años	2022T3	61,85
Ambos sexos	05 Canarias	25 y más años	2022T2	62,48
Ambos sexos	05 Canarias	25 y más años	2022T1	63,3
Ambos sexos	05 Canarias	25 y más años	2021T4	63,38
Ambos sexos	05 Canarias	25 y más años	2021T3	62,91
Ambos sexos	05 Canarias	25 y más años	2021T2	60,37
Ambos sexos	05 Canarias	25 y más años	2021T1	58,77
Ambos sexos	05 Canarias	De 16 a 19 años	2023T4	19,11
Ambos sexos	05 Canarias	De 16 a 19 años	2023T3	19,63
Ambos sexos	05 Canarias	De 16 a 19 años	2023T2	14,52
Ambos sexos	05 Canarias	De 16 a 19 años	2023T1	12,39
Ambos sexos	05 Canarias	De 16 a 19 años	2022T4	12,44
Ambos sexos	05 Canarias	De 16 a 19 años	2022T3	10,43
Ambos sexos	05 Canarias	De 16 a 19 años	2022T2	10,08
Ambos sexos	05 Canarias	De 16 a 19 años	2022T1	5,79
Ambos sexos	05 Canarias	De 16 a 19 años	2021T4	6,98
Ambos sexos	05 Canarias	De 16 a 19 años	2021T3	11,37
Ambos sexos	05 Canarias	De 16 a 19 años	2021T2	10,88
Ambos sexos	05 Canarias	De 16 a 19 años	2021T1	6,66
Ambos sexos	05 Canarias	De 20 a 24 años	2023T4	53,02
Ambos sexos	05 Canarias	De 20 a 24 años	2023T3	56,3
Ambos sexos	05 Canarias	De 20 a 24 años	2023T2	52,52
Ambos sexos	05 Canarias	De 20 a 24 años	2023T1	48,96
Ambos sexos	05 Canarias	De 20 a 24 años	2022T4	50,68
Ambos sexos	05 Canarias	De 20 a 24 años	2022T3	52,71
Ambos sexos	05 Canarias	De 20 a 24 años	2022T2	48,98
Ambos sexos	05 Canarias	De 20 a 24 años	2022T1	44,72
Ambos sexos	05 Canarias	De 20 a 24 años	2021T4	47,01
Ambos sexos	05 Canarias	De 20 a 24 años	2021T3	49,93
Ambos sexos	05 Canarias	De 20 a 24 años	2021T2	43,47
Ambos sexos	05 Canarias	De 20 a 24 años	2021T1	48,3
Ambos sexos	05 Canarias	De 25 a 54 años	2023T4	86,95
Ambos sexos	05 Canarias	De 25 a 54 años	2023T3	83,71
Ambos sexos	05 Canarias	De 25 a 54 años	2023T2	85,34
Ambos sexos	05 Canarias	De 25 a 54 años	2023T1	86,09
Ambos sexos	05 Canarias	De 25 a 54 años	2022T4	84,6
Ambos sexos	05 Canarias	De 25 a 54 años	2022T3	84,45
Ambos sexos	05 Canarias	De 25 a 54 años	2022T2	85,51
Ambos sexos	05 Canarias	De 25 a 54 años	2022T1	86,11
Ambos sexos	05 Canarias	De 25 a 54 años	2021T4	85,52
Ambos sexos	05 Canarias	De 25 a 54 años	2021T3	84,43
Ambos sexos	05 Canarias	De 25 a 54 años	2021T2	81,54
Ambos sexos	05 Canarias	De 25 a 54 años	2021T1	79,97
Ambos sexos	05 Canarias	55 y más años	2023T4	31,27
Ambos sexos	05 Canarias	55 y más años	2023T3	30,9
Ambos sexos	05 Canarias	55 y más años	2023T2	30,62
Ambos sexos	05 Canarias	55 y más años	2023T1	31,15
Ambos sexos	05 Canarias	55 y más años	2022T4	30,72
Ambos sexos	05 Canarias	55 y más años	2022T3	30,08
Ambos sexos	05 Canarias	55 y más años	2022T2	29,89
Ambos sexos	05 Canarias	55 y más años	2022T1	30,75
Ambos sexos	05 Canarias	55 y más años	2021T4	31,45
Ambos sexos	05 Canarias	55 y más años	2021T3	31,54
Ambos sexos	05 Canarias	55 y más años	2021T2	29,15
Ambos sexos	05 Canarias	55 y más años	2021T1	27,14
Ambos sexos	06 Cantabria	Total	2023T4	54,68
Ambos sexos	06 Cantabria	Total	2023T3	55,76
Ambos sexos	06 Cantabria	Total	2023T2	55,38
Ambos sexos	06 Cantabria	Total	2023T1	54,21
Ambos sexos	06 Cantabria	Total	2022T4	54,26
Ambos sexos	06 Cantabria	Total	2022T3	55,65
Ambos sexos	06 Cantabria	Total	2022T2	54,81
Ambos sexos	06 Cantabria	Total	2022T1	54,32
Ambos sexos	06 Cantabria	Total	2021T4	54,96
Ambos sexos	06 Cantabria	Total	2021T3	57,13
Ambos sexos	06 Cantabria	Total	2021T2	55,49
Ambos sexos	06 Cantabria	Total	2021T1	54,31
Ambos sexos	06 Cantabria	Menores de 25 años	2023T4	24,47
Ambos sexos	06 Cantabria	Menores de 25 años	2023T3	35,87
Ambos sexos	06 Cantabria	Menores de 25 años	2023T2	28,44
Ambos sexos	06 Cantabria	Menores de 25 años	2023T1	28,93
Ambos sexos	06 Cantabria	Menores de 25 años	2022T4	25,3
Ambos sexos	06 Cantabria	Menores de 25 años	2022T3	29,94
Ambos sexos	06 Cantabria	Menores de 25 años	2022T2	27,63
Ambos sexos	06 Cantabria	Menores de 25 años	2022T1	23,66
Ambos sexos	06 Cantabria	Menores de 25 años	2021T4	24,9
Ambos sexos	06 Cantabria	Menores de 25 años	2021T3	34,09
Ambos sexos	06 Cantabria	Menores de 25 años	2021T2	26,44
Ambos sexos	06 Cantabria	Menores de 25 años	2021T1	18,03
Ambos sexos	06 Cantabria	25 y más años	2023T4	58,02
Ambos sexos	06 Cantabria	25 y más años	2023T3	57,95
Ambos sexos	06 Cantabria	25 y más años	2023T2	58,32
Ambos sexos	06 Cantabria	25 y más años	2023T1	56,94
Ambos sexos	06 Cantabria	25 y más años	2022T4	57,41
Ambos sexos	06 Cantabria	25 y más años	2022T3	58,44
Ambos sexos	06 Cantabria	25 y más años	2022T2	57,81
Ambos sexos	06 Cantabria	25 y más años	2022T1	57,63
Ambos sexos	06 Cantabria	25 y más años	2021T4	58,09
Ambos sexos	06 Cantabria	25 y más años	2021T3	59,49
Ambos sexos	06 Cantabria	25 y más años	2021T2	58,52
Ambos sexos	06 Cantabria	25 y más años	2021T1	58,16
Ambos sexos	06 Cantabria	De 16 a 19 años	2023T4	3,61
Ambos sexos	06 Cantabria	De 16 a 19 años	2023T3	12,04
Ambos sexos	06 Cantabria	De 16 a 19 años	2023T2	7,6
Ambos sexos	06 Cantabria	De 16 a 19 años	2023T1	4,67
Ambos sexos	06 Cantabria	De 16 a 19 años	2022T4	5,12
Ambos sexos	06 Cantabria	De 16 a 19 años	2022T3	6,53
Ambos sexos	06 Cantabria	De 16 a 19 años	2022T2	7,58
Ambos sexos	06 Cantabria	De 16 a 19 años	2022T1	6,19
Ambos sexos	06 Cantabria	De 16 a 19 años	2021T4	3,27
Ambos sexos	06 Cantabria	De 16 a 19 años	2021T3	13,69
Ambos sexos	06 Cantabria	De 16 a 19 años	2021T2	4,06
Ambos sexos	06 Cantabria	De 16 a 19 años	2021T1	3,86
Ambos sexos	06 Cantabria	De 20 a 24 años	2023T4	41,11
Ambos sexos	06 Cantabria	De 20 a 24 años	2023T3	55,13
Ambos sexos	06 Cantabria	De 20 a 24 años	2023T2	45,32
Ambos sexos	06 Cantabria	De 20 a 24 años	2023T1	48,76
Ambos sexos	06 Cantabria	De 20 a 24 años	2022T4	42,38
Ambos sexos	06 Cantabria	De 20 a 24 años	2022T3	49,9
Ambos sexos	06 Cantabria	De 20 a 24 años	2022T2	45,76
Ambos sexos	06 Cantabria	De 20 a 24 años	2022T1	39,02
Ambos sexos	06 Cantabria	De 20 a 24 años	2021T4	42,78
Ambos sexos	06 Cantabria	De 20 a 24 años	2021T3	50,5
Ambos sexos	06 Cantabria	De 20 a 24 años	2021T2	45,4
Ambos sexos	06 Cantabria	De 20 a 24 años	2021T1	30,52
Ambos sexos	06 Cantabria	De 25 a 54 años	2023T4	87,88
Ambos sexos	06 Cantabria	De 25 a 54 años	2023T3	87,76
Ambos sexos	06 Cantabria	De 25 a 54 años	2023T2	87,49
Ambos sexos	06 Cantabria	De 25 a 54 años	2023T1	85,88
Ambos sexos	06 Cantabria	De 25 a 54 años	2022T4	85,72
Ambos sexos	06 Cantabria	De 25 a 54 años	2022T3	87,43
Ambos sexos	06 Cantabria	De 25 a 54 años	2022T2	86,72
Ambos sexos	06 Cantabria	De 25 a 54 años	2022T1	86,43
Ambos sexos	06 Cantabria	De 25 a 54 años	2021T4	87,17
Ambos sexos	06 Cantabria	De 25 a 54 años	2021T3	89,09
Ambos sexos	06 Cantabria	De 25 a 54 años	2021T2	87,28
Ambos sexos	06 Cantabria	De 25 a 54 años	2021T1	86,46
Ambos sexos	06 Cantabria	55 y más años	2023T4	27,69
Ambos sexos	06 Cantabria	55 y más años	2023T3	27,5
Ambos sexos	06 Cantabria	55 y más años	2023T2	28,31
Ambos sexos	06 Cantabria	55 y más años	2023T1	26,97
Ambos sexos	06 Cantabria	55 y más años	2022T4	27,9
Ambos sexos	06 Cantabria	55 y más años	2022T3	28,05
Ambos sexos	06 Cantabria	55 y más años	2022T2	27,33
Ambos sexos	06 Cantabria	55 y más años	2022T1	27,07
Ambos sexos	06 Cantabria	55 y más años	2021T4	27,01
Ambos sexos	06 Cantabria	55 y más años	2021T3	27,59
Ambos sexos	06 Cantabria	55 y más años	2021T2	27,26
Ambos sexos	06 Cantabria	55 y más años	2021T1	27,12
Ambos sexos	07 Castilla y León	Total	2023T4	54,59
Ambos sexos	07 Castilla y León	Total	2023T3	55,23
Ambos sexos	07 Castilla y León	Total	2023T2	54,6
Ambos sexos	07 Castilla y León	Total	2023T1	54,34
Ambos sexos	07 Castilla y León	Total	2022T4	54,74
Ambos sexos	07 Castilla y León	Total	2022T3	55,29
Ambos sexos	07 Castilla y León	Total	2022T2	55,27
Ambos sexos	07 Castilla y León	Total	2022T1	54,68
Ambos sexos	07 Castilla y León	Total	2021T4	54,31
Ambos sexos	07 Castilla y León	Total	2021T3	54,65
Ambos sexos	07 Castilla y León	Total	2021T2	54,24
Ambos sexos	07 Castilla y León	Total	2021T1	53,68
Ambos sexos	07 Castilla y León	Menores de 25 años	2023T4	29,19
Ambos sexos	07 Castilla y León	Menores de 25 años	2023T3	36,53
Ambos sexos	07 Castilla y León	Menores de 25 años	2023T2	31,04
Ambos sexos	07 Castilla y León	Menores de 25 años	2023T1	27,03
Ambos sexos	07 Castilla y León	Menores de 25 años	2022T4	29,49
Ambos sexos	07 Castilla y León	Menores de 25 años	2022T3	35,15
Ambos sexos	07 Castilla y León	Menores de 25 años	2022T2	34,13
Ambos sexos	07 Castilla y León	Menores de 25 años	2022T1	31,45
Ambos sexos	07 Castilla y León	Menores de 25 años	2021T4	31,07
Ambos sexos	07 Castilla y León	Menores de 25 años	2021T3	34,13
Ambos sexos	07 Castilla y León	Menores de 25 años	2021T2	30,21
Ambos sexos	07 Castilla y León	Menores de 25 años	2021T1	27,54
Ambos sexos	07 Castilla y León	25 y más años	2023T4	57,26
Ambos sexos	07 Castilla y León	25 y más años	2023T3	57,18
Ambos sexos	07 Castilla y León	25 y más años	2023T2	57,04
Ambos sexos	07 Castilla y León	25 y más años	2023T1	57,21
Ambos sexos	07 Castilla y León	25 y más años	2022T4	57,36
Ambos sexos	07 Castilla y León	25 y más años	2022T3	57,36
Ambos sexos	07 Castilla y León	25 y más años	2022T2	57,45
Ambos sexos	07 Castilla y León	25 y más años	2022T1	57,06
Ambos sexos	07 Castilla y León	25 y más años	2021T4	56,69
Ambos sexos	07 Castilla y León	25 y más años	2021T3	56,73
Ambos sexos	07 Castilla y León	25 y más años	2021T2	56,72
Ambos sexos	07 Castilla y León	25 y más años	2021T1	56,33
Ambos sexos	07 Castilla y León	De 16 a 19 años	2023T4	7,15
Ambos sexos	07 Castilla y León	De 16 a 19 años	2023T3	14,61
Ambos sexos	07 Castilla y León	De 16 a 19 años	2023T2	11,08
Ambos sexos	07 Castilla y León	De 16 a 19 años	2023T1	9,66
Ambos sexos	07 Castilla y León	De 16 a 19 años	2022T4	10,68
Ambos sexos	07 Castilla y León	De 16 a 19 años	2022T3	15,76
Ambos sexos	07 Castilla y León	De 16 a 19 años	2022T2	13,03
Ambos sexos	07 Castilla y León	De 16 a 19 años	2022T1	10,52
Ambos sexos	07 Castilla y León	De 16 a 19 años	2021T4	8,52
Ambos sexos	07 Castilla y León	De 16 a 19 años	2021T3	11,48
Ambos sexos	07 Castilla y León	De 16 a 19 años	2021T2	10,04
Ambos sexos	07 Castilla y León	De 16 a 19 años	2021T1	5,41
Ambos sexos	07 Castilla y León	De 20 a 24 años	2023T4	46,77
Ambos sexos	07 Castilla y León	De 20 a 24 años	2023T3	53,83
Ambos sexos	07 Castilla y León	De 20 a 24 años	2023T2	46,75
Ambos sexos	07 Castilla y León	De 20 a 24 años	2023T1	41,31
Ambos sexos	07 Castilla y León	De 20 a 24 años	2022T4	44,73
Ambos sexos	07 Castilla y León	De 20 a 24 años	2022T3	50,71
Ambos sexos	07 Castilla y León	De 20 a 24 años	2022T2	51,22
Ambos sexos	07 Castilla y León	De 20 a 24 años	2022T1	48,34
Ambos sexos	07 Castilla y León	De 20 a 24 años	2021T4	49,28
Ambos sexos	07 Castilla y León	De 20 a 24 años	2021T3	52,24
Ambos sexos	07 Castilla y León	De 20 a 24 años	2021T2	47,02
Ambos sexos	07 Castilla y León	De 20 a 24 años	2021T1	45,26
Ambos sexos	07 Castilla y León	De 25 a 54 años	2023T4	89,13
Ambos sexos	07 Castilla y León	De 25 a 54 años	2023T3	88,46
Ambos sexos	07 Castilla y León	De 25 a 54 años	2023T2	88,4
Ambos sexos	07 Castilla y León	De 25 a 54 años	2023T1	88,83
Ambos sexos	07 Castilla y León	De 25 a 54 años	2022T4	88,75
Ambos sexos	07 Castilla y León	De 25 a 54 años	2022T3	88,46
Ambos sexos	07 Castilla y León	De 25 a 54 años	2022T2	88,31
Ambos sexos	07 Castilla y León	De 25 a 54 años	2022T1	87,99
Ambos sexos	07 Castilla y León	De 25 a 54 años	2021T4	87,53
Ambos sexos	07 Castilla y León	De 25 a 54 años	2021T3	87,19
Ambos sexos	07 Castilla y León	De 25 a 54 años	2021T2	87,79
Ambos sexos	07 Castilla y León	De 25 a 54 años	2021T1	87,46
Ambos sexos	07 Castilla y León	55 y más años	2023T4	28,71
Ambos sexos	07 Castilla y León	55 y más años	2023T3	29
Ambos sexos	07 Castilla y León	55 y más años	2023T2	28,64
Ambos sexos	07 Castilla y León	55 y más años	2023T1	28,42
Ambos sexos	07 Castilla y León	55 y más años	2022T4	28,63
Ambos sexos	07 Castilla y León	55 y más años	2022T3	28,77
Ambos sexos	07 Castilla y León	55 y más años	2022T2	28,93
Ambos sexos	07 Castilla y León	55 y más años	2022T1	28,3
Ambos sexos	07 Castilla y León	55 y más años	2021T4	27,79
Ambos sexos	07 Castilla y León	55 y más años	2021T3	27,94
Ambos sexos	07 Castilla y León	55 y más años	2021T2	27,1
Ambos sexos	07 Castilla y León	55 y más años	2021T1	26,47
Ambos sexos	08 Castilla - La Mancha	Total	2023T4	58,42
Ambos sexos	08 Castilla - La Mancha	Total	2023T3	59,28
Ambos sexos	08 Castilla - La Mancha	Total	2023T2	59,53
Ambos sexos	08 Castilla - La Mancha	Total	2023T1	59,2
Ambos sexos	08 Castilla - La Mancha	Total	2022T4	59,45
Ambos sexos	08 Castilla - La Mancha	Total	2022T3	59,24
Ambos sexos	08 Castilla - La Mancha	Total	2022T2	59,34
Ambos sexos	08 Castilla - La Mancha	Total	2022T1	58,78
Ambos sexos	08 Castilla - La Mancha	Total	2021T4	59,09
Ambos sexos	08 Castilla - La Mancha	Total	2021T3	60,2
Ambos sexos	08 Castilla - La Mancha	Total	2021T2	59,36
Ambos sexos	08 Castilla - La Mancha	Total	2021T1	58,02
Ambos sexos	08 Castilla - La Mancha	Menores de 25 años	2023T4	34,39
Ambos sexos	08 Castilla - La Mancha	Menores de 25 años	2023T3	38,78
Ambos sexos	08 Castilla - La Mancha	Menores de 25 años	2023T2	38,06
Ambos sexos	08 Castilla - La Mancha	Menores de 25 años	2023T1	35,97
Ambos sexos	08 Castilla - La Mancha	Menores de 25 años	2022T4	36,03
Ambos sexos	08 Castilla - La Mancha	Menores de 25 años	2022T3	39,06
Ambos sexos	08 Castilla - La Mancha	Menores de 25 años	2022T2	36,25
Ambos sexos	08 Castilla - La Mancha	Menores de 25 años	2022T1	33,53
Ambos sexos	08 Castilla - La Mancha	Menores de 25 años	2021T4	32,46
Ambos sexos	08 Castilla - La Mancha	Menores de 25 años	2021T3	40,29
Ambos sexos	08 Castilla - La Mancha	Menores de 25 años	2021T2	35,94
Ambos sexos	08 Castilla - La Mancha	Menores de 25 años	2021T1	33,09
Ambos sexos	08 Castilla - La Mancha	25 y más años	2023T4	61,68
Ambos sexos	08 Castilla - La Mancha	25 y más años	2023T3	61,92
Ambos sexos	08 Castilla - La Mancha	25 y más años	2023T2	62,28
Ambos sexos	08 Castilla - La Mancha	25 y más años	2023T1	62,24
Ambos sexos	08 Castilla - La Mancha	25 y más años	2022T4	62,52
Ambos sexos	08 Castilla - La Mancha	25 y más años	2022T3	61,91
Ambos sexos	08 Castilla - La Mancha	25 y más años	2022T2	62,37
Ambos sexos	08 Castilla - La Mancha	25 y más años	2022T1	62,03
Ambos sexos	08 Castilla - La Mancha	25 y más años	2021T4	62,5
Ambos sexos	08 Castilla - La Mancha	25 y más años	2021T3	62,75
Ambos sexos	08 Castilla - La Mancha	25 y más años	2021T2	62,33
Ambos sexos	08 Castilla - La Mancha	25 y más años	2021T1	61,23
Ambos sexos	08 Castilla - La Mancha	De 16 a 19 años	2023T4	10,72
Ambos sexos	08 Castilla - La Mancha	De 16 a 19 años	2023T3	13,74
Ambos sexos	08 Castilla - La Mancha	De 16 a 19 años	2023T2	13,83
Ambos sexos	08 Castilla - La Mancha	De 16 a 19 años	2023T1	10,81
Ambos sexos	08 Castilla - La Mancha	De 16 a 19 años	2022T4	10,09
Ambos sexos	08 Castilla - La Mancha	De 16 a 19 años	2022T3	16,26
Ambos sexos	08 Castilla - La Mancha	De 16 a 19 años	2022T2	15,63
Ambos sexos	08 Castilla - La Mancha	De 16 a 19 años	2022T1	12,91
Ambos sexos	08 Castilla - La Mancha	De 16 a 19 años	2021T4	11,75
Ambos sexos	08 Castilla - La Mancha	De 16 a 19 años	2021T3	19,86
Ambos sexos	08 Castilla - La Mancha	De 16 a 19 años	2021T2	17,47
Ambos sexos	08 Castilla - La Mancha	De 16 a 19 años	2021T1	12,11
Ambos sexos	08 Castilla - La Mancha	De 20 a 24 años	2023T4	54,22
Ambos sexos	08 Castilla - La Mancha	De 20 a 24 años	2023T3	57,71
Ambos sexos	08 Castilla - La Mancha	De 20 a 24 años	2023T2	56,24
Ambos sexos	08 Castilla - La Mancha	De 20 a 24 años	2023T1	56,01
Ambos sexos	08 Castilla - La Mancha	De 20 a 24 años	2022T4	56,77
Ambos sexos	08 Castilla - La Mancha	De 20 a 24 años	2022T3	57,8
Ambos sexos	08 Castilla - La Mancha	De 20 a 24 años	2022T2	53,02
Ambos sexos	08 Castilla - La Mancha	De 20 a 24 años	2022T1	49,71
Ambos sexos	08 Castilla - La Mancha	De 20 a 24 años	2021T4	48,57
Ambos sexos	08 Castilla - La Mancha	De 20 a 24 años	2021T3	56,2
Ambos sexos	08 Castilla - La Mancha	De 20 a 24 años	2021T2	49,97
Ambos sexos	08 Castilla - La Mancha	De 20 a 24 años	2021T1	49,65
Ambos sexos	08 Castilla - La Mancha	De 25 a 54 años	2023T4	86,25
Ambos sexos	08 Castilla - La Mancha	De 25 a 54 años	2023T3	86,7
Ambos sexos	08 Castilla - La Mancha	De 25 a 54 años	2023T2	87,58
Ambos sexos	08 Castilla - La Mancha	De 25 a 54 años	2023T1	87,47
Ambos sexos	08 Castilla - La Mancha	De 25 a 54 años	2022T4	87,71
Ambos sexos	08 Castilla - La Mancha	De 25 a 54 años	2022T3	86,9
Ambos sexos	08 Castilla - La Mancha	De 25 a 54 años	2022T2	87,14
Ambos sexos	08 Castilla - La Mancha	De 25 a 54 años	2022T1	87,25
Ambos sexos	08 Castilla - La Mancha	De 25 a 54 años	2021T4	87,52
Ambos sexos	08 Castilla - La Mancha	De 25 a 54 años	2021T3	87,67
Ambos sexos	08 Castilla - La Mancha	De 25 a 54 años	2021T2	87,65
Ambos sexos	08 Castilla - La Mancha	De 25 a 54 años	2021T1	86,25
Ambos sexos	08 Castilla - La Mancha	55 y más años	2023T4	31,47
Ambos sexos	08 Castilla - La Mancha	55 y más años	2023T3	31,3
Ambos sexos	08 Castilla - La Mancha	55 y más años	2023T2	30,83
Ambos sexos	08 Castilla - La Mancha	55 y más años	2023T1	30,67
Ambos sexos	08 Castilla - La Mancha	55 y más años	2022T4	30,81
Ambos sexos	08 Castilla - La Mancha	55 y más años	2022T3	30,27
Ambos sexos	08 Castilla - La Mancha	55 y más años	2022T2	30,84
Ambos sexos	08 Castilla - La Mancha	55 y más años	2022T1	29,71
Ambos sexos	08 Castilla - La Mancha	55 y más años	2021T4	30,19
Ambos sexos	08 Castilla - La Mancha	55 y más años	2021T3	30,31
Ambos sexos	08 Castilla - La Mancha	55 y más años	2021T2	29,07
Ambos sexos	08 Castilla - La Mancha	55 y más años	2021T1	28,12
Ambos sexos	09 Cataluña	Total	2023T4	61,98
Ambos sexos	09 Cataluña	Total	2023T3	62,07
Ambos sexos	09 Cataluña	Total	2023T2	61,48
Ambos sexos	09 Cataluña	Total	2023T1	60,65
Ambos sexos	09 Cataluña	Total	2022T4	60,69
Ambos sexos	09 Cataluña	Total	2022T3	61,35
Ambos sexos	09 Cataluña	Total	2022T2	60,99
Ambos sexos	09 Cataluña	Total	2022T1	60,58
Ambos sexos	09 Cataluña	Total	2021T4	61,27
Ambos sexos	09 Cataluña	Total	2021T3	61,52
Ambos sexos	09 Cataluña	Total	2021T2	61,27
Ambos sexos	09 Cataluña	Total	2021T1	61,02
Ambos sexos	09 Cataluña	Menores de 25 años	2023T4	47,04
Ambos sexos	09 Cataluña	Menores de 25 años	2023T3	47,83
Ambos sexos	09 Cataluña	Menores de 25 años	2023T2	44,81
