CCAA de su universidad	Ámbito de estudio	Tasas de actividad, empleo y paro	Total
Madrid, Comunidad de	Economía	Tasa de empleo	89
Madrid, Comunidad de	Economía	Tasa de paro	6,2
Madrid, Comunidad de	Psicología	Tasa de actividad	95,1
Madrid, Comunidad de	Psicología	Tasa de empleo	86,6
Madrid, Comunidad de	Psicología	Tasa de paro	9
Madrid, Comunidad de	Ciencias sociales y del comportamiento (Otros estudios)	Tasa de actividad	94,7
Madrid, Comunidad de	Ciencias sociales y del comportamiento (Otros estudios)	Tasa de empleo	87,7
Madrid, Comunidad de	Ciencias sociales y del comportamiento (Otros estudios)	Tasa de paro	7,4
Madrid, Comunidad de	Periodismo y documentación	Tasa de actividad	99,4
Madrid, Comunidad de	Periodismo y documentación	Tasa de empleo	90,8
Madrid, Comunidad de	Periodismo y documentación	Tasa de paro	8,6
Madrid, Comunidad de	04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO	Tasa de actividad	93,9
Madrid, Comunidad de	04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO	Tasa de empleo	89,2
Madrid, Comunidad de	04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO	Tasa de paro	5
Madrid, Comunidad de	Dirección y administración	Tasa de actividad	96,4
Madrid, Comunidad de	Dirección y administración	Tasa de empleo	93,1
Madrid, Comunidad de	Dirección y administración	Tasa de paro	3,5
Madrid, Comunidad de	Negocios y administración (Otros estudios)	Tasa de actividad	96,4
Madrid, Comunidad de	Negocios y administración (Otros estudios)	Tasa de empleo	92,6
Madrid, Comunidad de	Negocios y administración (Otros estudios)	Tasa de paro	3,8
Madrid, Comunidad de	Derecho	Tasa de actividad	90,3
Madrid, Comunidad de	Derecho	Tasa de empleo	83,8
Madrid, Comunidad de	Derecho	Tasa de paro	7,2
Madrid, Comunidad de	05 - CIENCIAS	Tasa de actividad	94,1
Madrid, Comunidad de	05 - CIENCIAS	Tasa de empleo	87,6
Madrid, Comunidad de	05 - CIENCIAS	Tasa de paro	6,9
Madrid, Comunidad de	Ciencias de la vida	Tasa de actividad	94
Madrid, Comunidad de	Ciencias de la vida	Tasa de empleo	85,7
Madrid, Comunidad de	Ciencias de la vida	Tasa de paro	8,9
Madrid, Comunidad de	Medio ambiente	Tasa de actividad	93,2
Madrid, Comunidad de	Medio ambiente	Tasa de empleo	92
Madrid, Comunidad de	Medio ambiente	Tasa de paro	1,3
Madrid, Comunidad de	Ciencias químicas, físicas y geológicas	Tasa de actividad	94,7
Madrid, Comunidad de	Ciencias químicas, físicas y geológicas	Tasa de empleo	87,7
Madrid, Comunidad de	Ciencias químicas, físicas y geológicas	Tasa de paro	7,4
Madrid, Comunidad de	Matemáticas y estadística	Tasa de actividad	93,6
Madrid, Comunidad de	Matemáticas y estadística	Tasa de empleo	90,5
Madrid, Comunidad de	Matemáticas y estadística	Tasa de paro	3,3
Madrid, Comunidad de	06 - INFORMÁTICA	Tasa de actividad	97,6
Madrid, Comunidad de	06 - INFORMÁTICA	Tasa de empleo	97,6
Madrid, Comunidad de	06 - INFORMÁTICA	Tasa de paro	0
Madrid, Comunidad de	07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN	Tasa de actividad	97,1
Madrid, Comunidad de	07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN	Tasa de empleo	93,2
Madrid, Comunidad de	07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN	Tasa de paro	4
Madrid, Comunidad de	Ingeniería y profesiones afines	Tasa de actividad	97
Madrid, Comunidad de	Ingeniería y profesiones afines	Tasa de empleo	94,7
Madrid, Comunidad de	Ingeniería y profesiones afines	Tasa de paro	2,4
Madrid, Comunidad de	Industria manufacturera y producción	Tasa de actividad	95,5
Madrid, Comunidad de	Industria manufacturera y producción	Tasa de empleo	91,1
Madrid, Comunidad de	Industria manufacturera y producción	Tasa de paro	4,5
Madrid, Comunidad de	Arquitectura y construcción	Tasa de actividad	97,3
Madrid, Comunidad de	Arquitectura y construcción	Tasa de empleo	91,4
Madrid, Comunidad de	Arquitectura y construcción	Tasa de paro	6,1
Madrid, Comunidad de	08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA	Tasa de actividad	93
Madrid, Comunidad de	08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA	Tasa de empleo	89,3
Madrid, Comunidad de	08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA	Tasa de paro	4
Madrid, Comunidad de	Agricultura y ganadería	Tasa de actividad	94
Madrid, Comunidad de	Agricultura y ganadería	Tasa de empleo	85,9
Madrid, Comunidad de	Agricultura y ganadería	Tasa de paro	8,6
Madrid, Comunidad de	Silvicultura	Tasa de actividad	94,6
Madrid, Comunidad de	Silvicultura	Tasa de empleo	90
Madrid, Comunidad de	Silvicultura	Tasa de paro	4,8
Madrid, Comunidad de	Veterinaria	Tasa de actividad	92
Madrid, Comunidad de	Veterinaria	Tasa de empleo	90,6
Madrid, Comunidad de	Veterinaria	Tasa de paro	1,5
Madrid, Comunidad de	09 - SALUD Y SERVICIOS SOCIALES	Tasa de actividad	96,8
Madrid, Comunidad de	09 - SALUD Y SERVICIOS SOCIALES	Tasa de empleo	94,3
Madrid, Comunidad de	09 - SALUD Y SERVICIOS SOCIALES	Tasa de paro	2,6
Madrid, Comunidad de	Medicina	Tasa de actividad	95,4
Madrid, Comunidad de	Medicina	Tasa de empleo	95,4
Madrid, Comunidad de	Medicina	Tasa de paro	0
Madrid, Comunidad de	Enfermería	Tasa de actividad	95,7
Madrid, Comunidad de	Enfermería	Tasa de empleo	92,8
Madrid, Comunidad de	Enfermería	Tasa de paro	3
Madrid, Comunidad de	Salud (Otros estudios)	Tasa de actividad	97,6
Madrid, Comunidad de	Salud (Otros estudios)	Tasa de empleo	94,9
Madrid, Comunidad de	Salud (Otros estudios)	Tasa de paro	2,8
Madrid, Comunidad de	Servicios sociales	Tasa de actividad	98,7
Madrid, Comunidad de	Servicios sociales	Tasa de empleo	94,8
Madrid, Comunidad de	Servicios sociales	Tasa de paro	3,9
Madrid, Comunidad de	10 - SERVICIOS	Tasa de actividad	94,8
Madrid, Comunidad de	10 - SERVICIOS	Tasa de empleo	85,3
Madrid, Comunidad de	10 - SERVICIOS	Tasa de paro	10
Madrid, Comunidad de	Actividades físicas y deportivas	Tasa de actividad	97,4
Madrid, Comunidad de	Actividades físicas y deportivas	Tasa de empleo	89,7
Madrid, Comunidad de	Actividades físicas y deportivas	Tasa de paro	7,8
Madrid, Comunidad de	Viajes, turismo y ocio	Tasa de actividad	92,2
Madrid, Comunidad de	Viajes, turismo y ocio	Tasa de empleo	79,3
Madrid, Comunidad de	Viajes, turismo y ocio	Tasa de paro	14
Madrid, Comunidad de	Servicios (Otros estudios)	Tasa de actividad	94,9
Madrid, Comunidad de	Servicios (Otros estudios)	Tasa de empleo	94,9
Madrid, Comunidad de	Servicios (Otros estudios)	Tasa de paro	0
Murcia, Región de	TOTAL	Tasa de actividad	91,8
Murcia, Región de	TOTAL	Tasa de empleo	83,9
Murcia, Región de	TOTAL	Tasa de paro	8,6
Murcia, Región de	01 - EDUCACIÓN	Tasa de actividad	92,5
Murcia, Región de	01 - EDUCACIÓN	Tasa de empleo	76,4
Murcia, Región de	01 - EDUCACIÓN	Tasa de paro	17,4
Murcia, Región de	Formación de docentes de enseñanza infantil	Tasa de actividad	95,4
Murcia, Región de	Formación de docentes de enseñanza infantil	Tasa de empleo	78,5
Murcia, Región de	Formación de docentes de enseñanza infantil	Tasa de paro	17,7
Murcia, Región de	Formación de docentes de enseñanza primaria	Tasa de actividad	91,1
Murcia, Región de	Formación de docentes de enseñanza primaria	Tasa de empleo	76,1
Murcia, Región de	Formación de docentes de enseñanza primaria	Tasa de paro	16,4
Murcia, Región de	Educación (Otros estudios)	Tasa de actividad	92,5
Murcia, Región de	Educación (Otros estudios)	Tasa de empleo	74
Murcia, Región de	Educación (Otros estudios)	Tasa de paro	20
Murcia, Región de	02 - ARTES Y HUMANIDADES	Tasa de actividad	85,4
Murcia, Región de	02 - ARTES Y HUMANIDADES	Tasa de empleo	76,2
Murcia, Región de	02 - ARTES Y HUMANIDADES	Tasa de paro	10,8
Murcia, Región de	Técnicas audiovisuales y medios de comunicación	Tasa de actividad	90,8
Murcia, Región de	Técnicas audiovisuales y medios de comunicación	Tasa de empleo	77,7
Murcia, Región de	Técnicas audiovisuales y medios de comunicación	Tasa de paro	14,4
Murcia, Región de	Artes (Otros estudios)	Tasa de actividad	85,6
Murcia, Región de	Artes (Otros estudios)	Tasa de empleo	71,7
Murcia, Región de	Artes (Otros estudios)	Tasa de paro	16,3
Murcia, Región de	Humanidades	Tasa de actividad	90,8
Murcia, Región de	Humanidades	Tasa de empleo	77,4
Murcia, Región de	Humanidades	Tasa de paro	14,7
Murcia, Región de	Lenguas	Tasa de actividad	82,7
Murcia, Región de	Lenguas	Tasa de empleo	77,3
Murcia, Región de	Lenguas	Tasa de paro	6,6
Murcia, Región de	03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN	Tasa de actividad	86,3
Murcia, Región de	03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN	Tasa de empleo	73,8
Murcia, Región de	03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN	Tasa de paro	14,5
Murcia, Región de	Economía	Tasa de actividad	80,6
Murcia, Región de	Economía	Tasa de empleo	73,3
Murcia, Región de	Economía	Tasa de paro	9
Murcia, Región de	Psicología	Tasa de actividad	88,4
Murcia, Región de	Psicología	Tasa de empleo	71
Murcia, Región de	Psicología	Tasa de paro	19,7
Murcia, Región de	Ciencias sociales y del comportamiento (Otros estudios)	Tasa de actividad	86
Murcia, Región de	Ciencias sociales y del comportamiento (Otros estudios)	Tasa de empleo	83
Murcia, Región de	Ciencias sociales y del comportamiento (Otros estudios)	Tasa de paro	3,5
Murcia, Región de	Periodismo y documentación	Tasa de actividad	84,9
Murcia, Región de	Periodismo y documentación	Tasa de empleo	71,6
Murcia, Región de	Periodismo y documentación	Tasa de paro	15,7
Murcia, Región de	04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO	Tasa de actividad	85,5
Murcia, Región de	04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO	Tasa de empleo	80,6
Murcia, Región de	04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO	Tasa de paro	5,7
Murcia, Región de	Dirección y administración	Tasa de actividad	88,9
Murcia, Región de	Dirección y administración	Tasa de empleo	82,9
Murcia, Región de	Dirección y administración	Tasa de paro	6,8
Murcia, Región de	Negocios y administración (Otros estudios)	Tasa de actividad	95,9
Murcia, Región de	Negocios y administración (Otros estudios)	Tasa de empleo	92,6
Murcia, Región de	Negocios y administración (Otros estudios)	Tasa de paro	3,4
Murcia, Región de	Derecho	Tasa de actividad	76,4
Murcia, Región de	Derecho	Tasa de empleo	73,4
Murcia, Región de	Derecho	Tasa de paro	4
Murcia, Región de	05 - CIENCIAS	Tasa de actividad	92,7
Murcia, Región de	05 - CIENCIAS	Tasa de empleo	81,3
Murcia, Región de	05 - CIENCIAS	Tasa de paro	12,3
Murcia, Región de	Ciencias de la vida	Tasa de actividad	90,8
Murcia, Región de	Ciencias de la vida	Tasa de empleo	76,1
Murcia, Región de	Ciencias de la vida	Tasa de paro	16,2
Murcia, Región de	Medio ambiente	Tasa de actividad	96,9
Murcia, Región de	Medio ambiente	Tasa de empleo	84,6
Murcia, Región de	Medio ambiente	Tasa de paro	12,6
Murcia, Región de	Ciencias químicas, físicas y geológicas	Tasa de actividad	94,3
Murcia, Región de	Ciencias químicas, físicas y geológicas	Tasa de empleo	91,6
Murcia, Región de	Ciencias químicas, físicas y geológicas	Tasa de paro	2,9
Murcia, Región de	Matemáticas y estadística	Tasa de actividad	88,3
Murcia, Región de	Matemáticas y estadística	Tasa de empleo	79,2
Murcia, Región de	Matemáticas y estadística	Tasa de paro	10,4
Murcia, Región de	06 - INFORMÁTICA	Tasa de actividad	100
Murcia, Región de	06 - INFORMÁTICA	Tasa de empleo	97,6
Murcia, Región de	06 - INFORMÁTICA	Tasa de paro	2,4
Murcia, Región de	07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN	Tasa de actividad	96,3
Murcia, Región de	07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN	Tasa de empleo	92,7
Murcia, Región de	07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN	Tasa de paro	3,7
Murcia, Región de	Ingeniería y profesiones afines	Tasa de actividad	97,7
Murcia, Región de	Ingeniería y profesiones afines	Tasa de empleo	96,3
Murcia, Región de	Ingeniería y profesiones afines	Tasa de paro	1,5
Murcia, Región de	Industria manufacturera y producción	Tasa de actividad	88,8
Murcia, Región de	Industria manufacturera y producción	Tasa de empleo	72,7
Murcia, Región de	Industria manufacturera y producción	Tasa de paro	18,1
Murcia, Región de	Arquitectura y construcción	Tasa de actividad	95,5
Murcia, Región de	Arquitectura y construcción	Tasa de empleo	90,9
Murcia, Región de	Arquitectura y construcción	Tasa de paro	4,7
Murcia, Región de	08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA	Tasa de actividad	96,6
Murcia, Región de	08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA	Tasa de empleo	90,6
Murcia, Región de	08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA	Tasa de paro	6,2
Murcia, Región de	Agricultura y ganadería	Tasa de actividad	100
Murcia, Región de	Agricultura y ganadería	Tasa de empleo	100
Murcia, Región de	Agricultura y ganadería	Tasa de paro	0
Murcia, Región de	Silvicultura	Tasa de actividad	0
Murcia, Región de	Silvicultura	Tasa de empleo	0
Murcia, Región de	Silvicultura	Tasa de paro	0
Murcia, Región de	Veterinaria	Tasa de actividad	94,1
Murcia, Región de	Veterinaria	Tasa de empleo	83,8
Murcia, Región de	Veterinaria	Tasa de paro	10,9
Murcia, Región de	09 - SALUD Y SERVICIOS SOCIALES	Tasa de actividad	97,2
Murcia, Región de	09 - SALUD Y SERVICIOS SOCIALES	Tasa de empleo	94,8
Murcia, Región de	09 - SALUD Y SERVICIOS SOCIALES	Tasa de paro	2,5
Murcia, Región de	Medicina	Tasa de actividad	100
Murcia, Región de	Medicina	Tasa de empleo	98,2
Murcia, Región de	Medicina	Tasa de paro	1,8
Murcia, Región de	Enfermería	Tasa de actividad	97,6
Murcia, Región de	Enfermería	Tasa de empleo	95,3
Murcia, Región de	Enfermería	Tasa de paro	2,4
Murcia, Región de	Salud (Otros estudios)	Tasa de actividad	94,9
Murcia, Región de	Salud (Otros estudios)	Tasa de empleo	92,2
Murcia, Región de	Salud (Otros estudios)	Tasa de paro	2,9
Murcia, Región de	Servicios sociales	Tasa de actividad	97,8
Murcia, Región de	Servicios sociales	Tasa de empleo	95,6
Murcia, Región de	Servicios sociales	Tasa de paro	2,2
Murcia, Región de	10 - SERVICIOS	Tasa de actividad	84,9
Murcia, Región de	10 - SERVICIOS	Tasa de empleo	77,7
Murcia, Región de	10 - SERVICIOS	Tasa de paro	8,5
Murcia, Región de	Actividades físicas y deportivas	Tasa de actividad	79,6
Murcia, Región de	Actividades físicas y deportivas	Tasa de empleo	72,3
Murcia, Región de	Actividades físicas y deportivas	Tasa de paro	9,2
Murcia, Región de	Viajes, turismo y ocio	Tasa de actividad	94,8
Murcia, Región de	Viajes, turismo y ocio	Tasa de empleo	87,8
Murcia, Región de	Viajes, turismo y ocio	Tasa de paro	7,4
Murcia, Región de	Servicios (Otros estudios)	Tasa de actividad	0
Murcia, Región de	Servicios (Otros estudios)	Tasa de empleo	0
Murcia, Región de	Servicios (Otros estudios)	Tasa de paro	0
Navarra, Comunidad Foral de	TOTAL	Tasa de actividad	95,9
Navarra, Comunidad Foral de	TOTAL	Tasa de empleo	90,7
Navarra, Comunidad Foral de	TOTAL	Tasa de paro	5,4
Navarra, Comunidad Foral de	01 - EDUCACIÓN	Tasa de actividad	95,2
Navarra, Comunidad Foral de	01 - EDUCACIÓN	Tasa de empleo	89,3
Navarra, Comunidad Foral de	01 - EDUCACIÓN	Tasa de paro	6,2
Navarra, Comunidad Foral de	Formación de docentes de enseñanza infantil	Tasa de actividad	92,1
Navarra, Comunidad Foral de	Formación de docentes de enseñanza infantil	Tasa de empleo	87,7
Navarra, Comunidad Foral de	Formación de docentes de enseñanza infantil	Tasa de paro	4,8
Navarra, Comunidad Foral de	Formación de docentes de enseñanza primaria	Tasa de actividad	96,7
Navarra, Comunidad Foral de	Formación de docentes de enseñanza primaria	Tasa de empleo	89,7
Navarra, Comunidad Foral de	Formación de docentes de enseñanza primaria	Tasa de paro	7,3
Navarra, Comunidad Foral de	Educación (Otros estudios)	Tasa de actividad	100
Navarra, Comunidad Foral de	Educación (Otros estudios)	Tasa de empleo	100
Navarra, Comunidad Foral de	Educación (Otros estudios)	Tasa de paro	0
Navarra, Comunidad Foral de	02 - ARTES Y HUMANIDADES	Tasa de actividad	91
Navarra, Comunidad Foral de	02 - ARTES Y HUMANIDADES	Tasa de empleo	78,6
Navarra, Comunidad Foral de	02 - ARTES Y HUMANIDADES	Tasa de paro	13,7
Navarra, Comunidad Foral de	Técnicas audiovisuales y medios de comunicación	Tasa de actividad	95
Navarra, Comunidad Foral de	Técnicas audiovisuales y medios de comunicación	Tasa de empleo	85
Navarra, Comunidad Foral de	Técnicas audiovisuales y medios de comunicación	Tasa de paro	10,6
Navarra, Comunidad Foral de	Artes (Otros estudios)	Tasa de actividad	0
Navarra, Comunidad Foral de	Artes (Otros estudios)	Tasa de empleo	0
Navarra, Comunidad Foral de	Artes (Otros estudios)	Tasa de paro	0
Navarra, Comunidad Foral de	Humanidades	Tasa de actividad	80,7
Navarra, Comunidad Foral de	Humanidades	Tasa de empleo	60,6
Navarra, Comunidad Foral de	Humanidades	Tasa de paro	24,9
Navarra, Comunidad Foral de	Lenguas	Tasa de actividad	.
Navarra, Comunidad Foral de	Lenguas	Tasa de empleo	.
Navarra, Comunidad Foral de	Lenguas	Tasa de paro	.
Navarra, Comunidad Foral de	03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN	Tasa de actividad	92,7
Navarra, Comunidad Foral de	03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN	Tasa de empleo	87,1
Navarra, Comunidad Foral de	03 - CIENCIAS SOCIALES, PERIODISMO Y DOCUMENTACIÓN	Tasa de paro	6,1
Navarra, Comunidad Foral de	Economía	Tasa de actividad	97,6
Navarra, Comunidad Foral de	Economía	Tasa de empleo	93,1
Navarra, Comunidad Foral de	Economía	Tasa de paro	4,6
Navarra, Comunidad Foral de	Psicología	Tasa de actividad	0
Navarra, Comunidad Foral de	Psicología	Tasa de empleo	0
Navarra, Comunidad Foral de	Psicología	Tasa de paro	0
Navarra, Comunidad Foral de	Ciencias sociales y del comportamiento (Otros estudios)	Tasa de actividad	100
Navarra, Comunidad Foral de	Ciencias sociales y del comportamiento (Otros estudios)	Tasa de empleo	100
Navarra, Comunidad Foral de	Ciencias sociales y del comportamiento (Otros estudios)	Tasa de paro	0
Navarra, Comunidad Foral de	Periodismo y documentación	Tasa de actividad	83,3
Navarra, Comunidad Foral de	Periodismo y documentación	Tasa de empleo	73,8
Navarra, Comunidad Foral de	Periodismo y documentación	Tasa de paro	11,4
Navarra, Comunidad Foral de	04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO	Tasa de actividad	92,7
Navarra, Comunidad Foral de	04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO	Tasa de empleo	86,7
Navarra, Comunidad Foral de	04 - NEGOCIOS, ADMINISTRACIÓN Y DERECHO	Tasa de paro	6,5
Navarra, Comunidad Foral de	Dirección y administración	Tasa de actividad	97,2
Navarra, Comunidad Foral de	Dirección y administración	Tasa de empleo	89,7
Navarra, Comunidad Foral de	Dirección y administración	Tasa de paro	7,8
Navarra, Comunidad Foral de	Negocios y administración (Otros estudios)	Tasa de actividad	100
Navarra, Comunidad Foral de	Negocios y administración (Otros estudios)	Tasa de empleo	100
Navarra, Comunidad Foral de	Negocios y administración (Otros estudios)	Tasa de paro	0
Navarra, Comunidad Foral de	Derecho	Tasa de actividad	82,9
Navarra, Comunidad Foral de	Derecho	Tasa de empleo	77,7
Navarra, Comunidad Foral de	Derecho	Tasa de paro	6,2
Navarra, Comunidad Foral de	05 - CIENCIAS	Tasa de actividad	97,7
Navarra, Comunidad Foral de	05 - CIENCIAS	Tasa de empleo	90,4
Navarra, Comunidad Foral de	05 - CIENCIAS	Tasa de paro	7,5
Navarra, Comunidad Foral de	Ciencias de la vida	Tasa de actividad	97,6
Navarra, Comunidad Foral de	Ciencias de la vida	Tasa de empleo	90
Navarra, Comunidad Foral de	Ciencias de la vida	Tasa de paro	7,8
Navarra, Comunidad Foral de	Medio ambiente	Tasa de actividad	0
Navarra, Comunidad Foral de	Medio ambiente	Tasa de empleo	0
Navarra, Comunidad Foral de	Medio ambiente	Tasa de paro	0
Navarra, Comunidad Foral de	Ciencias químicas, físicas y geológicas	Tasa de actividad	.
Navarra, Comunidad Foral de	Ciencias químicas, físicas y geológicas	Tasa de empleo	.
Navarra, Comunidad Foral de	Ciencias químicas, físicas y geológicas	Tasa de paro	.
Navarra, Comunidad Foral de	Matemáticas y estadística	Tasa de actividad	0
Navarra, Comunidad Foral de	Matemáticas y estadística	Tasa de empleo	0
Navarra, Comunidad Foral de	Matemáticas y estadística	Tasa de paro	0
Navarra, Comunidad Foral de	06 - INFORMÁTICA	Tasa de actividad	100
Navarra, Comunidad Foral de	06 - INFORMÁTICA	Tasa de empleo	100
Navarra, Comunidad Foral de	06 - INFORMÁTICA	Tasa de paro	0
Navarra, Comunidad Foral de	07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN	Tasa de actividad	97,6
Navarra, Comunidad Foral de	07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN	Tasa de empleo	92,7
Navarra, Comunidad Foral de	07 - INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN	Tasa de paro	5
Navarra, Comunidad Foral de	Ingeniería y profesiones afines	Tasa de actividad	100
Navarra, Comunidad Foral de	Ingeniería y profesiones afines	Tasa de empleo	96,2
Navarra, Comunidad Foral de	Ingeniería y profesiones afines	Tasa de paro	3,8
Navarra, Comunidad Foral de	Industria manufacturera y producción	Tasa de actividad	.
Navarra, Comunidad Foral de	Industria manufacturera y producción	Tasa de empleo	.
Navarra, Comunidad Foral de	Industria manufacturera y producción	Tasa de paro	.
Navarra, Comunidad Foral de	Arquitectura y construcción	Tasa de actividad	91,1
Navarra, Comunidad Foral de	Arquitectura y construcción	Tasa de empleo	83,3
Navarra, Comunidad Foral de	Arquitectura y construcción	Tasa de paro	8,6
Navarra, Comunidad Foral de	08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA	Tasa de actividad	100
Navarra, Comunidad Foral de	08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA	Tasa de empleo	96,9
Navarra, Comunidad Foral de	08 - AGRICULTURA, GANADERÍA, SILVICULTURA, PESCA Y VETERINARIA	Tasa de paro	3,1
Navarra, Comunidad Foral de	Agricultura y ganadería	Tasa de actividad	100
Navarra, Comunidad Foral de	Agricultura y ganadería	Tasa de empleo	96,9
Navarra, Comunidad Foral de	Agricultura y ganadería	Tasa de paro	3,1
Navarra, Comunidad Foral de	Silvicultura	Tasa de actividad	0
Navarra, Comunidad Foral de	Silvicultura	Tasa de empleo	0
Navarra, Comunidad Foral de	Silvicultura	Tasa de paro	0
Navarra, Comunidad Foral de	Veterinaria	Tasa de actividad	0
Navarra, Comunidad Foral de	Veterinaria	Tasa de empleo	0
Navarra, Comunidad Foral de	Veterinaria	Tasa de paro	0
Navarra, Comunidad Foral de	09 - SALUD Y SERVICIOS SOCIALES	Tasa de actividad	97,6
Navarra, Comunidad Foral de	09 - SALUD Y SERVICIOS SOCIALES	Tasa de empleo	94,2
Navarra, Comunidad Foral de	09 - SALUD Y SERVICIOS SOCIALES	Tasa de paro	3,5
Navarra, Comunidad Foral de	Medicina	Tasa de actividad	100
Navarra, Comunidad Foral de	Medicina	Tasa de empleo	95,8
Navarra, Comunidad Foral de	Medicina	Tasa de paro	4,2
Navarra, Comunidad Foral de	Enfermería	Tasa de actividad	96,2
Navarra, Comunidad Foral de	Enfermería	Tasa de empleo	94,4
Navarra, Comunidad Foral de	Enfermería	Tasa de paro	2
Navarra, Comunidad Foral de	Salud (Otros estudios)	Tasa de actividad	97,7
Navarra, Comunidad Foral de	Salud (Otros estudios)	Tasa de empleo	94,6
Navarra, Comunidad Foral de	Salud (Otros estudios)	Tasa de paro	3,1
Navarra, Comunidad Foral de	Servicios sociales	Tasa de actividad	96,3
Navarra, Comunidad Foral de	Servicios sociales	Tasa de empleo	88,8
Navarra, Comunidad Foral de	Servicios sociales	Tasa de paro	7,7
Navarra, Comunidad Foral de	10 - SERVICIOS	Tasa de actividad	0
Navarra, Comunidad Foral de	10 - SERVICIOS	Tasa de empleo	0
Navarra, Comunidad Foral de	10 - SERVICIOS	Tasa de paro	0
Navarra, Comunidad Foral de	Actividades físicas y deportivas	Tasa de actividad	0
Navarra, Comunidad Foral de	Actividades físicas y deportivas	Tasa de empleo	0
Navarra, Comunidad Foral de	Actividades físicas y deportivas	Tasa de paro	0
Navarra, Comunidad Foral de	Viajes, turismo y ocio	Tasa de actividad	0
Navarra, Comunidad Foral de	Viajes, turismo y ocio	Tasa de empleo	0
Navarra, Comunidad Foral de	Viajes, turismo y ocio	Tasa de paro	0
Navarra, Comunidad Foral de	Servicios (Otros estudios)	Tasa de actividad	0
Navarra, Comunidad Foral de	Servicios (Otros estudios)	Tasa de empleo	0
Navarra, Comunidad Foral de	Servicios (Otros estudios)	Tasa de paro	0
País Vasco	TOTAL	Tasa de actividad	95,2
País Vasco	TOTAL	Tasa de empleo	89,3
País Vasco	TOTAL	Tasa de paro	6,2
País Vasco	01 - EDUCACIÓN	Tasa de actividad	94,8
País Vasco	01 - EDUCACIÓN	Tasa de empleo	85,5
País Vasco	01 - EDUCACIÓN	Tasa de paro	9,9
País Vasco	Formación de docentes de enseñanza infantil	Tasa de actividad	92
País Vasco	Formación de docentes de enseñanza infantil	Tasa de empleo	78,9
País Vasco	Formación de docentes de enseñanza infantil	Tasa de paro	14,2
País Vasco	Formación de docentes de enseñanza primaria	Tasa de actividad	96,3
País Vasco	Formación de docentes de enseñanza primaria	Tasa de empleo	88,1
País Vasco	Formación de docentes de enseñanza primaria	Tasa de paro	8,5
País Vasco	Educación (Otros estudios)	Tasa de actividad	95,2
País Vasco	Educación (Otros estudios)	Tasa de empleo	88,3
País Vasco	Educación (Otros estudios)	Tasa de paro	7,2
País Vasco	02 - ARTES Y HUMANIDADES	Tasa de actividad	91
País Vasco	02 - ARTES Y HUMANIDADES	Tasa de empleo	84,8
País Vasco	02 - ARTES Y HUMANIDADES	Tasa de paro	6,8
País Vasco	Técnicas audiovisuales y medios de comunicación	Tasa de actividad	96,5
País Vasco	Técnicas audiovisuales y medios de comunicación	Tasa de empleo	87,4
País Vasco	Técnicas audiovisuales y medios de comunicación	Tasa de paro	9,4
País Vasco	Artes (Otros estudios)	Tasa de actividad	83,4
País Vasco	Artes (Otros estudios)	Tasa de empleo	76,5
País Vasco	Artes (Otros estudios)	Tasa de paro	8,2
País Vasco	Humanidades	Tasa de actividad	89,5
País Vasco	Humanidades	Tasa de empleo	84,7
País Vasco	Humanidades	Tasa de paro	5,4
País Vasco	Lenguas	Tasa de actividad	96,5
