Comunidades y ciudades autónomas	Sexo	periodo	Total
País Vasco	Varones	1997	74,57
País Vasco	Varones	1996	74,25
País Vasco	Varones	1995	74,89
País Vasco	Varones	1994	75,45
País Vasco	Varones	1993	75,7
País Vasco	Varones	1992	75,65
País Vasco	Varones	1991	77,86
País Vasco	Varones	1990	76,52
País Vasco	Varones	1989	75,74
País Vasco	Varones	1988	77,19
País Vasco	Varones	1987	78,52
País Vasco	Varones	1986	79,48
País Vasco	Varones	1985	79,97
País Vasco	Varones	1984	81,15
País Vasco	Varones	1983	81,89
País Vasco	Varones	1982	81,89
País Vasco	Varones	1981	83,54
País Vasco	Varones	1980	84,45
País Vasco	Varones	1979	84,98
País Vasco	Varones	1978	85,85
País Vasco	Varones	1977	86,62
País Vasco	Mujeres	2029	67,39
País Vasco	Mujeres	2028	67,51
País Vasco	Mujeres	2027	67,81
País Vasco	Mujeres	2026	68,19
País Vasco	Mujeres	2025	68,37
País Vasco	Mujeres	2024	68,62
País Vasco	Mujeres	2023	68,83
País Vasco	Mujeres	2022	69,03
País Vasco	Mujeres	2021	69,27
País Vasco	Mujeres	2020	69,54
País Vasco	Mujeres	2019	69,79
País Vasco	Mujeres	2018	69,88
País Vasco	Mujeres	2017	69,83
País Vasco	Mujeres	2016	69,73
País Vasco	Mujeres	2015	70,55
País Vasco	Mujeres	2014	69,88
País Vasco	Mujeres	2013	69,89
País Vasco	Mujeres	2012	70,17
País Vasco	Mujeres	2011	68,9
País Vasco	Mujeres	2010	66,84
País Vasco	Mujeres	2009	65,92
País Vasco	Mujeres	2008	64,16
País Vasco	Mujeres	2007	64,17
País Vasco	Mujeres	2006	62,48
País Vasco	Mujeres	2005	60,87
País Vasco	Mujeres	2004	59,67
País Vasco	Mujeres	2003	58,47
País Vasco	Mujeres	2002	55,92
País Vasco	Mujeres	2001	53,96
País Vasco	Mujeres	2000	51,93
País Vasco	Mujeres	1999	50,7
País Vasco	Mujeres	1998	50,06
País Vasco	Mujeres	1997	49,05
País Vasco	Mujeres	1996	47,57
País Vasco	Mujeres	1995	47,45
País Vasco	Mujeres	1994	45,87
País Vasco	Mujeres	1993	44,92
País Vasco	Mujeres	1992	44,37
País Vasco	Mujeres	1991	42,35
País Vasco	Mujeres	1990	40,48
País Vasco	Mujeres	1989	40,71
País Vasco	Mujeres	1988	39,2
País Vasco	Mujeres	1987	34,84
País Vasco	Mujeres	1986	33,6
País Vasco	Mujeres	1985	34,3
País Vasco	Mujeres	1984	33,94
País Vasco	Mujeres	1983	34,11
País Vasco	Mujeres	1982	34,26
País Vasco	Mujeres	1981	33,17
País Vasco	Mujeres	1980	33,54
País Vasco	Mujeres	1979	32,54
País Vasco	Mujeres	1978	32,57
País Vasco	Mujeres	1977	31,78
Rioja (La)	Ambos sexos	2029	74,44
Rioja (La)	Ambos sexos	2028	74,54
Rioja (La)	Ambos sexos	2027	74,73
Rioja (La)	Ambos sexos	2026	74,97
Rioja (La)	Ambos sexos	2025	75,05
Rioja (La)	Ambos sexos	2024	75,26
Rioja (La)	Ambos sexos	2023	75,31
Rioja (La)	Ambos sexos	2022	75,42
Rioja (La)	Ambos sexos	2021	75,77
Rioja (La)	Ambos sexos	2020	76,25
Rioja (La)	Ambos sexos	2019	76,78
Rioja (La)	Ambos sexos	2018	76,34
Rioja (La)	Ambos sexos	2017	76,3
Rioja (La)	Ambos sexos	2016	76,67
Rioja (La)	Ambos sexos	2015	77,28
Rioja (La)	Ambos sexos	2014	77,39
Rioja (La)	Ambos sexos	2013	75,12
Rioja (La)	Ambos sexos	2012	76,82
Rioja (La)	Ambos sexos	2011	75,81
Rioja (La)	Ambos sexos	2010	75,22
Rioja (La)	Ambos sexos	2009	76,01
Rioja (La)	Ambos sexos	2008	74,5
Rioja (La)	Ambos sexos	2007	74,58
Rioja (La)	Ambos sexos	2006	75,11
Rioja (La)	Ambos sexos	2005	72,96
Rioja (La)	Ambos sexos	2004	68,5
Rioja (La)	Ambos sexos	2003	67,77
Rioja (La)	Ambos sexos	2002	66,34
Rioja (La)	Ambos sexos	2001	64,23
Rioja (La)	Ambos sexos	2000	63,63
Rioja (La)	Ambos sexos	1999	61,64
Rioja (La)	Ambos sexos	1998	60,41
Rioja (La)	Ambos sexos	1997	60,64
Rioja (La)	Ambos sexos	1996	58,93
Rioja (La)	Ambos sexos	1995	58,47
Rioja (La)	Ambos sexos	1994	56,7
Rioja (La)	Ambos sexos	1993	58,49
Rioja (La)	Ambos sexos	1992	59,51
Rioja (La)	Ambos sexos	1991	58,11
Rioja (La)	Ambos sexos	1990	57,81
Rioja (La)	Ambos sexos	1989	60,12
Rioja (La)	Ambos sexos	1988	58,94
Rioja (La)	Ambos sexos	1987	56,26
Rioja (La)	Ambos sexos	1986	56,49
Rioja (La)	Ambos sexos	1985	56,37
Rioja (La)	Ambos sexos	1984	57,76
Rioja (La)	Ambos sexos	1983	59,69
Rioja (La)	Ambos sexos	1982	60,62
Rioja (La)	Ambos sexos	1981	60,3
Rioja (La)	Ambos sexos	1980	61,1
Rioja (La)	Ambos sexos	1979	61,79
Rioja (La)	Ambos sexos	1978	63,84
Rioja (La)	Ambos sexos	1977	63,66
Rioja (La)	Varones	2029	76,46
Rioja (La)	Varones	2028	76,59
Rioja (La)	Varones	2027	76,76
Rioja (La)	Varones	2026	77,04
Rioja (La)	Varones	2025	77,1
Rioja (La)	Varones	2024	77,41
Rioja (La)	Varones	2023	77,51
Rioja (La)	Varones	2022	77,87
Rioja (La)	Varones	2021	78,51
Rioja (La)	Varones	2020	79,3
Rioja (La)	Varones	2019	80,28
Rioja (La)	Varones	2018	79,73
Rioja (La)	Varones	2017	80,22
Rioja (La)	Varones	2016	81,1
Rioja (La)	Varones	2015	82,57
Rioja (La)	Varones	2014	82,08
Rioja (La)	Varones	2013	81
Rioja (La)	Varones	2012	82,85
Rioja (La)	Varones	2011	83,06
Rioja (La)	Varones	2010	83,32
Rioja (La)	Varones	2009	84,82
Rioja (La)	Varones	2008	84,31
Rioja (La)	Varones	2007	85,1
Rioja (La)	Varones	2006	85,45
Rioja (La)	Varones	2005	84,91
Rioja (La)	Varones	2004	81,79
Rioja (La)	Varones	2003	82,17
Rioja (La)	Varones	2002	82,87
Rioja (La)	Varones	2001	80,28
Rioja (La)	Varones	2000	80,69
Rioja (La)	Varones	1999	78,43
Rioja (La)	Varones	1998	77,22
Rioja (La)	Varones	1997	77,06
Rioja (La)	Varones	1996	76,87
Rioja (La)	Varones	1995	76,17
Rioja (La)	Varones	1994	75,62
Rioja (La)	Varones	1993	77,89
Rioja (La)	Varones	1992	79,11
Rioja (La)	Varones	1991	78,98
Rioja (La)	Varones	1990	78,11
Rioja (La)	Varones	1989	80,8
Rioja (La)	Varones	1988	81,82
Rioja (La)	Varones	1987	81,89
Rioja (La)	Varones	1986	81,27
Rioja (La)	Varones	1985	81,24
Rioja (La)	Varones	1984	82,73
Rioja (La)	Varones	1983	85,42
Rioja (La)	Varones	1982	85,32
Rioja (La)	Varones	1981	84,32
Rioja (La)	Varones	1980	82,67
Rioja (La)	Varones	1979	84,09
Rioja (La)	Varones	1978	87,31
Rioja (La)	Varones	1977	87,11
Rioja (La)	Mujeres	2029	72,46
Rioja (La)	Mujeres	2028	72,53
Rioja (La)	Mujeres	2027	72,74
Rioja (La)	Mujeres	2026	72,95
Rioja (La)	Mujeres	2025	73,04
Rioja (La)	Mujeres	2024	73,14
Rioja (La)	Mujeres	2023	73,15
Rioja (La)	Mujeres	2022	73
Rioja (La)	Mujeres	2021	73,07
Rioja (La)	Mujeres	2020	73,23
Rioja (La)	Mujeres	2019	73,29
Rioja (La)	Mujeres	2018	72,93
Rioja (La)	Mujeres	2017	72,36
Rioja (La)	Mujeres	2016	72,19
Rioja (La)	Mujeres	2015	71,88
Rioja (La)	Mujeres	2014	72,57
Rioja (La)	Mujeres	2013	68,99
Rioja (La)	Mujeres	2012	70,47
Rioja (La)	Mujeres	2011	68,11
Rioja (La)	Mujeres	2010	66,54
Rioja (La)	Mujeres	2009	66,45
Rioja (La)	Mujeres	2008	63,79
Rioja (La)	Mujeres	2007	63,12
Rioja (La)	Mujeres	2006	63,86
Rioja (La)	Mujeres	2005	60,03
Rioja (La)	Mujeres	2004	54,22
Rioja (La)	Mujeres	2003	52,36
Rioja (La)	Mujeres	2002	48,76
Rioja (La)	Mujeres	2001	47,29
Rioja (La)	Mujeres	2000	45,73
Rioja (La)	Mujeres	1999	44,07
Rioja (La)	Mujeres	1998	42,87
Rioja (La)	Mujeres	1997	43,55
Rioja (La)	Mujeres	1996	40,37
Rioja (La)	Mujeres	1995	40,19
Rioja (La)	Mujeres	1994	37,16
Rioja (La)	Mujeres	1993	38,46
Rioja (La)	Mujeres	1992	39,28
Rioja (La)	Mujeres	1991	36,66
Rioja (La)	Mujeres	1990	37,03
Rioja (La)	Mujeres	1989	38,92
Rioja (La)	Mujeres	1988	35,47
Rioja (La)	Mujeres	1987	29,92
Rioja (La)	Mujeres	1986	30,99
Rioja (La)	Mujeres	1985	30,76
Rioja (La)	Mujeres	1984	32,02
Rioja (La)	Mujeres	1983	33,14
Rioja (La)	Mujeres	1982	35,12
Rioja (La)	Mujeres	1981	35,4
Rioja (La)	Mujeres	1980	38,7
Rioja (La)	Mujeres	1979	38,77
Rioja (La)	Mujeres	1978	39,74
Rioja (La)	Mujeres	1977	39,72
Ceuta y Melilla	Ambos sexos	2029	65,2
Ceuta y Melilla	Ambos sexos	2028	65,24
Ceuta y Melilla	Ambos sexos	2027	65,46
Ceuta y Melilla	Ambos sexos	2026	65,69
Ceuta y Melilla	Ambos sexos	2025	65,75
Ceuta y Melilla	Ambos sexos	2024	65,91
Ceuta y Melilla	Ambos sexos	2023	65,61
Ceuta y Melilla	Ambos sexos	2022	65,74
Ceuta y Melilla	Ambos sexos	2021	65,88
Ceuta y Melilla	Ambos sexos	2020	65,67
Ceuta y Melilla	Ambos sexos	2019	65,92
Ceuta y Melilla	Ambos sexos	2018	65,78
Ceuta y Melilla	Ambos sexos	2017	65,34
Ceuta y Melilla	Ambos sexos	2016	65,3
Ceuta y Melilla	Ambos sexos	2015	66,06
Ceuta y Melilla	Ambos sexos	2014	66,79
Ceuta y Melilla	Ambos sexos	2013	67,35
Ceuta y Melilla	Ambos sexos	2012	66,03
Ceuta y Melilla	Ambos sexos	2011	64,51
Ceuta y Melilla	Ambos sexos	2010	62,7
Ceuta y Melilla	Ambos sexos	2009	64,82
Ceuta y Melilla	Ambos sexos	2008	64,28
Ceuta y Melilla	Ambos sexos	2007	61,6
Ceuta y Melilla	Ambos sexos	2006	64,31
Ceuta y Melilla	Ambos sexos	2005	62,23
Ceuta y Melilla	Ambos sexos	2004	59,95
Ceuta y Melilla	Ambos sexos	2003	54,38
Ceuta y Melilla	Ambos sexos	2002	52,94
Ceuta y Melilla	Ambos sexos	2001	53,47
Ceuta y Melilla	Ambos sexos	2000	52,53
Ceuta y Melilla	Ambos sexos	1999	51,78
Ceuta y Melilla	Ambos sexos	1998	53,11
Ceuta y Melilla	Ambos sexos	1997	52,97
Ceuta y Melilla	Ambos sexos	1996	51,33
Ceuta y Melilla	Ambos sexos	1995	51,93
Ceuta y Melilla	Ambos sexos	1994	50,76
Ceuta y Melilla	Ambos sexos	1993	52,06
Ceuta y Melilla	Ambos sexos	1992	50,51
Ceuta y Melilla	Ambos sexos	1991	52,62
Ceuta y Melilla	Ambos sexos	1990	54,5
Ceuta y Melilla	Ambos sexos	1989	56,11
Ceuta y Melilla	Ambos sexos	1988	..
Ceuta y Melilla	Ambos sexos	1987	..
Ceuta y Melilla	Ambos sexos	1986	..
Ceuta y Melilla	Ambos sexos	1985	..
Ceuta y Melilla	Ambos sexos	1984	..
Ceuta y Melilla	Ambos sexos	1983	..
Ceuta y Melilla	Ambos sexos	1982	..
Ceuta y Melilla	Ambos sexos	1981	..
Ceuta y Melilla	Ambos sexos	1980	..
Ceuta y Melilla	Ambos sexos	1979	..
Ceuta y Melilla	Ambos sexos	1978	..
Ceuta y Melilla	Ambos sexos	1977	..
Ceuta y Melilla	Varones	2029	69,35
Ceuta y Melilla	Varones	2028	69,43
Ceuta y Melilla	Varones	2027	69,7
Ceuta y Melilla	Varones	2026	69,95
Ceuta y Melilla	Varones	2025	70,29
Ceuta y Melilla	Varones	2024	70,69
Ceuta y Melilla	Varones	2023	71,03
Ceuta y Melilla	Varones	2022	71,36
Ceuta y Melilla	Varones	2021	71,71
Ceuta y Melilla	Varones	2020	72,05
Ceuta y Melilla	Varones	2019	72,48
Ceuta y Melilla	Varones	2018	72,74
Ceuta y Melilla	Varones	2017	73,04
Ceuta y Melilla	Varones	2016	73,36
Ceuta y Melilla	Varones	2015	75,23
Ceuta y Melilla	Varones	2014	76,37
Ceuta y Melilla	Varones	2013	75,46
Ceuta y Melilla	Varones	2012	76,47
Ceuta y Melilla	Varones	2011	75,08
Ceuta y Melilla	Varones	2010	74,5
Ceuta y Melilla	Varones	2009	78,57
Ceuta y Melilla	Varones	2008	79,96
Ceuta y Melilla	Varones	2007	74,8
Ceuta y Melilla	Varones	2006	78,79
Ceuta y Melilla	Varones	2005	76,55
Ceuta y Melilla	Varones	2004	75,85
Ceuta y Melilla	Varones	2003	71,85
Ceuta y Melilla	Varones	2002	69,57
Ceuta y Melilla	Varones	2001	71,27
Ceuta y Melilla	Varones	2000	70,98
Ceuta y Melilla	Varones	1999	69,83
Ceuta y Melilla	Varones	1998	72,1
Ceuta y Melilla	Varones	1997	70,03
Ceuta y Melilla	Varones	1996	67,81
Ceuta y Melilla	Varones	1995	70,91
Ceuta y Melilla	Varones	1994	70,21
Ceuta y Melilla	Varones	1993	71,35
Ceuta y Melilla	Varones	1992	71,41
Ceuta y Melilla	Varones	1991	74,91
Ceuta y Melilla	Varones	1990	78,7
Ceuta y Melilla	Varones	1989	78,7
Ceuta y Melilla	Varones	1988	..
Ceuta y Melilla	Varones	1987	..
Ceuta y Melilla	Varones	1986	..
Ceuta y Melilla	Varones	1985	..
Ceuta y Melilla	Varones	1984	..
Ceuta y Melilla	Varones	1983	..
Ceuta y Melilla	Varones	1982	..
Ceuta y Melilla	Varones	1981	..
Ceuta y Melilla	Varones	1980	..
Ceuta y Melilla	Varones	1979	..
Ceuta y Melilla	Varones	1978	..
Ceuta y Melilla	Varones	1977	..
Ceuta y Melilla	Mujeres	2029	60,85
Ceuta y Melilla	Mujeres	2028	60,83
Ceuta y Melilla	Mujeres	2027	61,02
Ceuta y Melilla	Mujeres	2026	61,22
Ceuta y Melilla	Mujeres	2025	60,99
Ceuta y Melilla	Mujeres	2024	60,87
Ceuta y Melilla	Mujeres	2023	59,88
Ceuta y Melilla	Mujeres	2022	59,8
Ceuta y Melilla	Mujeres	2021	59,7
Ceuta y Melilla	Mujeres	2020	58,89
Ceuta y Melilla	Mujeres	2019	58,93
Ceuta y Melilla	Mujeres	2018	58,34
Ceuta y Melilla	Mujeres	2017	57,1
Ceuta y Melilla	Mujeres	2016	56,64
Ceuta y Melilla	Mujeres	2015	56,32
Ceuta y Melilla	Mujeres	2014	56,55
Ceuta y Melilla	Mujeres	2013	58,46
Ceuta y Melilla	Mujeres	2012	54,52
Ceuta y Melilla	Mujeres	2011	52,89
Ceuta y Melilla	Mujeres	2010	49,88
Ceuta y Melilla	Mujeres	2009	50,18
Ceuta y Melilla	Mujeres	2008	47,76
Ceuta y Melilla	Mujeres	2007	47,83
Ceuta y Melilla	Mujeres	2006	49,26
Ceuta y Melilla	Mujeres	2005	47,37
Ceuta y Melilla	Mujeres	2004	43,48
Ceuta y Melilla	Mujeres	2003	36,43
Ceuta y Melilla	Mujeres	2002	35,84
Ceuta y Melilla	Mujeres	2001	35,08
Ceuta y Melilla	Mujeres	2000	33,58
Ceuta y Melilla	Mujeres	1999	33,34
Ceuta y Melilla	Mujeres	1998	33,81
Ceuta y Melilla	Mujeres	1997	35,7
Ceuta y Melilla	Mujeres	1996	34,55
Ceuta y Melilla	Mujeres	1995	32,74
Ceuta y Melilla	Mujeres	1994	31,32
Ceuta y Melilla	Mujeres	1993	32,96
Ceuta y Melilla	Mujeres	1992	29,99
Ceuta y Melilla	Mujeres	1991	30,96
Ceuta y Melilla	Mujeres	1990	31,12
Ceuta y Melilla	Mujeres	1989	34,29
Ceuta y Melilla	Mujeres	1988	..
Ceuta y Melilla	Mujeres	1987	..
Ceuta y Melilla	Mujeres	1986	..
Ceuta y Melilla	Mujeres	1985	..
Ceuta y Melilla	Mujeres	1984	..
Ceuta y Melilla	Mujeres	1983	..
Ceuta y Melilla	Mujeres	1982	..
Ceuta y Melilla	Mujeres	1981	..
Ceuta y Melilla	Mujeres	1980	..
Ceuta y Melilla	Mujeres	1979	..
Ceuta y Melilla	Mujeres	1978	..
Ceuta y Melilla	Mujeres	1977	..
